words	syl_seq	syls
cerebrovascular	100110010010100	6
boss	1000	1
crankshaft	1000010000	2
bladeless	100001000	2
outwiled	10010000	2
fattener	10010010	3
indirect	10101000	3
duces	10100	2
cleostratus	10011000010	4
superpatriot	101001010010	5
unprotrusive	101001001000	4
aphylly	1100010	3
pantagruelist	1001010010100	5
zither	100010	2
irrecusable	10101010100	5
variegating	10011100100	5
tindale	1001000	2
meticulous	1010011000	4
verjuiced	100100000	2
quasi-dramatic	10010010010010	5
refractometric	10100010100100	5
osmosis	1010100	3
conciliated	10010011010	5
decapod	1001100	3
ibexes	110010	3
zimbalist	100101000	3
bandaging	100010100	3
inquisitive	10100011000	4
chilliest	100010100	3
thenceforth	10000010000	2
unrealised	1010101000	4
inquiringly	10100010010	4
meritoriousness	100110101001000	6
potshard	10010000	2
reanalyzed	1010110000	4
akvavit	1010100	3
outpush	1001000	2
overtrimmed	11001000000	3
pseudodemocratically	10001010011000110010	8
monorhinous	10011001000	4
hyperosmic	1010010100	4
crandall	10001000	2
decrepit	10100010	3
exhaust	1010000	2
eighty-eighth	1000010100000	3
encomia	1010101	4
gowanda	1010010	3
ritzy	10001	2
boatman	1000100	2
hogtying	10010100	3
hattusas	10010100	3
well-acted	1000010010	3
dreamlessness	1000010001000	3
fabricator	1001010100	4
fogey	10100	2
varitypist	1001100100	4
lipochrome	1001100000	3
wheylike	10001000	2
chiapas	1000100	2
mucky	10001	2
arachidic	101100010	4
noumenalist	10010100100	4
nonstudious	10010010100	4
socinianism	10100110100	5
expressionismus	101000101100100	6
discommodiously	100100101010010	6
agley	11000	2
badger	100010	2
odourless	110001000	3
conga	10010	2
verified	10011000	3
myingyan	10001000	2
sloth	10000	1
bokm	1001	2
ensigncy	10100010	3
indexer	1010010	3
antanarivo	1010011010	5
unfancied	101001000	3
forum	10100	2
sanctifyingly	1000101010010	5
wavellite	101000100	3
whaling	1000100	2
churlishly	1000010010	3
millington	1001000100	3
scivvy	100010	2
procuration	10001101000	4
waggoner	10010010	3
selector	10100100	3
williamsburg	100100001000	3
aquanaut	10101000	3
preconversational	10010010010100010	6
redound	1010000	2
fulmine	1001000	2
perforation	10010101000	4
rutherford	1000101000	3
ruthenious	1010010100	4
grudgingly	1000010010	3
clarionet	100011100	4
amidopyrine	11010101000	5
unconversational	1010010010100010	6
nov	100	1
yelk	1000	1
overinterference	1100101001001000	6
unpunctated	10100010010	4
plenish	1000100	2
craniology	1001010110	5
curly	10001	2
varistor	10010100	3
weyl	1000	1
nark	1000	1
dextrorotation	10010010101000	5
pollinize	100101000	3
sterigma	10010010	3
chaufer	1000100	2
changelessness	10000010001000	3
unaccustomed	101010010000	4
acrography	1100010100	4
dewier	100110	3
highbrowed	1000100000	2
upstaging	101000100	3
strangulatory	1000010101010	5
quasi-legislative	10010010010101000	6
designed	10100000	2
symploce	10010010	3
valvate	1001000	2
resinousness	100101001000	4
spadiceous	1001010000	3
rebatement	1010001000	3
intellectualise	101001001010100	6
deposer	1010010	3
staddlestone	100010010000	3
noneliminative	10011001101000	6
prayerlessly	100000100010	3
pydna	10010	2
unnullified	10100101000	4
hareem	100100	2
efficaciously	1010101000010	5
unsulkiness	10100011000	4
specialize	1001000100	3
semicretin	1001100100	4
subducing	100100100	3
superseaman	10100100100	4
everywhere-dense	1001010000010000	4
gambrel-roofed	10010000100000	3
jerks	10000	1
catholicize	10100011000	4
hated	10010	2
quintuplicating	100010100100100	5
queue	10000	1
basotho-qwaqwa	10101000100100	5
occurred	10100000	2
ritelessness	100010001000	3
kordestan	100101000	3
reded	10010	2
refinance	101010000	3
sprinklingly	100001000010	3
ahaz	1100	2
epigone	1011000	3
spectra	1000100	2
opacify	1100110	4
dipleurula	1010001010	4
forster	1001000	2
rearoused	101100000	3
mjico	11010	3
overreadiness	1100100011000	5
universe	11010000	3
bottomlessness	10010010001000	4
overconsuming	1100100100100	5
uncopied	10100100	3
patriotically	1010010110010	6
self-determined	100001010010000	4
skirr	10000	1
pseudozealous	1000101000100	4
stephania	100100101	4
prefraternal	100100100100	4
quasi-compromising	100100100100100100	6
sobbingly	100100010	3
chichihar	100100100	3
diagnostics	10101001000	4
propulsion	1001001000	3
urethrostomy	110100001010	5
unamusable	1011001100	5
unchagrined	10100100000	3
unblading	101000100	3
immotile	10101000	3
stenciller	1000100100	3
granulative	10001101000	4
puree	10100	2
hardtop	1000100	2
soothsaying	10000100100	3
weldless	10001000	2
holophrasis	10100010100	4
overmoralized	1100100101000	5
perdure	1001000	2
tandem	100100	2
provability	10001100110	5
suburbanizing	1001010010100	5
premaintenance	10010001010000	4
westminster	10001001000	3
henrietta	100101010	4
appellativeness	101001010001000	5
frowzily	10000110	3
paramagnet	1001100100	4
faineant	10010100	3
overdramatize	1100100011000	5
unsneaky	10100001	3
ochlophobia	10010100101	5
forty-one	100100100	3
lyolytic	10110010	4
afghanistan	10100011000	4
seeress	1000100	2
nonparity	100100110	4
bountifully	10001010010	4
metallise	100101000	3
travelers-tree	10001010001000	4
fobbing	1001000	2
terreplein	1000010000	2
nonreasonableness	10010010011001000	6
astronomic	1010010010	4
fusing	100100	2
gasking	1001000	2
abirritate	1010101000	4
pilgrimage	1001000100	3
nonaxiomatic	100101110010	6
liven	10010	2
preconfirmation	100100100101000	5
gonangial	101001010	4
divorce	1010010	3
supernegligence	101001001010000	5
cigarless	101001000	3
picara	100110	3
junto	10010	2
terra-cotta	10010010010	4
shulwar	1000100	2
kenneled	10010000	2
grieve	100000	1
seeming	1000100	2
ancestry	10100100	3
noncyclic	100101000	3
dinkum	100100	2
dorm	1000	1
academia	10110101	5
hexagram	10011000	3
socinus	1010100	3
unneedy	1010001	3
haunted	1000010	2
combinatorial	1001010101010	6
preseminal	1001001100	4
survival	10010010	3
precisian	100101000	3
file	1000	1
orrice	101000	2
fuca	1010	2
sleeving	10000100	2
subattenuation	10010100111000	6
half-reactionary	1000010101000101	6
mispractised	100100010000	3
drusus	100100	2
mince	10000	1
caffeine	10010000	2
drek	1000	1
nonamenable	10011010100	5
aosta	11100	3
catholicism	10100011000	4
haptical	10010100	3
procopius	100101010	4
demodulate	1010011000	4
atonicity	101100110	5
direct-acting	1010000100100	4
learning	10000100	2
excorticating	1010010100100	5
gilgal	100100	2
jury-rig	10100100	3
screwy	100001	2
hypsography	10010010100	4
kendra	100100	2
piltdown	10001000	2
dayworker	100100010	3
kingwana	10001010	3
uncover	1010000	2
precondylar	10010010100	4
unpromoted	1010010010	4
benzoyl	1001010	3
lusty	10001	2
gateman	1000100	2
jakop	10100	2
marginating	10010010100	4
operate	1010100	3
viatores	10110100	4
confetti	10010010	3
unoverlooked	101100100000	4
sulphurator	10010010100	4
superdivision	1010010101000	5
thornton	10000100	2
leafcutter	1000100100	3
enquiring	101000100	3
pibcorn	1001000	2
waxiness	10011000	3
noncontinuity	1001001001110	6
arturo	101010	3
stammer	1000100	2
revitalization	10101001101000	6
fantastically	1001001010010	5
thyrocalcitonin	100101001010010	6
self-writing	100001000100	3
tower	10010	2
floorman	10000100	2
cirrosely	100100010	3
pseudo-japanese	100010010011000	5
rowe	1000	1
philosophical	1000110001100	5
spineless	100001000	2
badging	1000100	2
staminigerous	1000110010100	5
aegle	10010	2
topologically	1001100110010	6
jennet	100100	2
antiphonaries	1010001100100	5
cliquish	10010000	2
colpotomy	100100110	4
unexaggerative	10101010011000	6
influential	10100101000	4
roentgen	10000100	2
anticonfederative	10101001001011000	7
chondrosarcomatous	100010010010101000	6
cinematically	1001100110010	6
antiliberalistic	1010100101010100	7
battler	1001000	2
epicondyle	1011001000	4
hypnotizing	10010100100	4
merchandised	100100010000	3
preserving	1001000100	3
harpsichordist	10001010000100	4
gleed	10000	1
persuadable	10010001100	4
pyronia	1010101	4
unuxorious	1010110100	5
rozzer	100100	2
equipoise	101010000	3
erlina	101010	3
gadrooning	1010000100	3
undepressible	1010100001100	5
well-motived	100001010000	3
arty-crafty	10010100001	4
pro-westerner	1000100010010	4
calculability	1001010100110	6
danegeld	10001000	2
cowskin	1001000	2
unexceptionableness	1010100100011001000	7
rutherfordton	1000101000100	4
predominately	1001001100010	5
sunshineless	100100001000	3
equivalency	10101010010	5
bogomile	10011000	3
makarios	10100110	4
nutritiousness	10100100001000	4
housey-housey	1000100100010	4
underskin	101001000	3
unsentenced	10100100000	3
legibility	1001100110	5
precharging	10010000100	3
nonmanneristic	10010010010100	5
cadency	1010010	3
convictional	100100100010	4
urial	10110	3
goddamnedest	100100000100	3
overpublicize	1100100101000	5
beseecher	101000010	3
peeve	10000	1
tzitzith	10010000	2
uncourageous	101001010000	4
rusticated	1001010010	4
ragtimey	10010001	3
subcancellous	1001001001000	4
abyss	11000	2
oiliest	1001100	3
nontruancy	1001001010	4
moll	1000	1
sweelinck	100010000	2
zanami	101010	4
pilgrimaged	10010001000	3
untyrannised	101001010000	4
instructorship	10100001001000	4
allegorist	1010101000	4
clotheshorse	100000010000	2
ultrasonics	10100100100	4
unbewildered	101010010000	4
salsify	1001010	3
atacama	1101010	4
kyriale	1001110	4
inextricably	101010010100	5
commerce	10010000	2
unbreachable	101000001100	4
parliamentarianism	100100100100110100	7
encoder	1010010	3
undisplaying	101001000100	4
overgeneralized	110010010101000	6
propagandised	1000110010000	4
stumpy	100001	2
interloan	101001000	3
pinetum	1010100	3
brawnier	10000110	3
leitrim	1001000	2
entomostracous	10101001001000	5
hyperconservatism	10100100100011000	6
jubilated	101010010	4
staunton	10000100	2
overpolemical	1100101001100	6
vi	10	1
peasouper	100100010	3
glazer	100010	2
subtend	1001000	2
untrailing	1010000100	3
unutilitarian	1011001100110	7
transitron	1000101000	3
journo	100001	2
inflamed	10100000	2
clarified	100011000	3
nightrider	1000010010	3
reserpine	100101000	3
innumerability	10101001100110	7
expunging	101000100	3
ecumenic	11010010	4
argo	1010	2
deplorable	1010001100	4
decurrence	1010010000	3
cation	100110	3
depositaries	101001100100	5
great-grandparent	10000010000100100	4
interpellated	1010010010010	5
pittsburgh	1000010000	2
metrics	1001000	2
marrying	10010100	3
pesky	10010	2
corbelled	100100000	2
easterliness	100010101000	4
septicaemic	10010100100	4
biauricular	10101001100	5
remeasurement	1010001001000	4
anathematise	110001101000	5
leftwing	10001000	2
finely	100010	2
sardanapallos	1001010100100	5
unmaligned	1010100000	3
enlarge	1010000	2
nonsanctification	10010001010101000	6
suakin	101100	3
self-reproducing	1000010100100100	5
bitterwort	1001001000	3
hadrosaurus	10100100010	4
wholeheartedly	10000100001010	4
liberalia	101001101	5
rubberizing	10010010100	4
whoremastery	100001001001	4
tupolev	1010100	3
missent	1001000	2
nontraining	10010000100	3
slinkier	10000110	3
berbera	1001001	3
izing	10100	2
unassessed	1010100000	3
uncompassable	1010010001100	5
segni	10100	2
armadillo	101010010	4
munition	10101000	3
coziness	10101000	3
weirdo	100010	2
horrification	1001010101000	5
recommitment	101001001000	4
radioisotope	101011101000	6
vituperator	10101001100	5
feminization	100110101000	5
fifty-second	100100100100	4
overcertify	11001001010	5
ordainer	10100010	3
south-southeast	100000100001000	3
vicarage	10010100	3
silk	1000	1
polysemous	1001101000	4
accelerometer	1010010101100	6
biafran	1011000	3
muffy	10001	2
swashbuckling	1000010001000	3
expeditating	101001100100	5
kaiserdom	100100100	3
laryngoscopy	100101001010	5
antimoralist	101010010100	5
whys	1000	1
funnellike	1001001000	3
flamines	10010100	3
outskipped	1001000000	2
motorcade	101001000	3
craggedly	100010010	3
substructure	100100001000	3
hamamelidaceous	100110011010000	6
jerbuilding	10010000100	3
tuyres	101000	2
cognitum	10010100	3
kolmar	100100	2
aureomycin	1010110100	5
sapsago	1001010	3
unbridled	101001000	3
wince	10000	1
conditae	10010100	3
brahmanism	1000100100	3
syntonic	10010010	3
arpeggios	101001010	4
vascular	10010100	3
dia	101	2
lyonnaise	101010000	3
unpedigreed	10100110000	4
geissler	10001000	2
manuring	10100100	3
bialik	100100	2
monohydroxy	10011010001	5
flower-de-luce	10001001001000	4
nonhubristic	100101000100	4
outdoing	10010100	3
nonrecuperatory	100101010011010	7
wet-and-dry-bulb	1000100010001000	4
circumstance	100100100000	3
convalescent	100101001000	4
interfaith	1010010000	3
okhotsk	1100000	2
yeastlike	100001000	2
morphinism	1001000100	3
fifer	10010	2
unenergized	10101010000	4
aseity	110110	4
well-nurtured	1000010010000	3
overelaborating	110011001100100	7
chronic	1000010	2
pollinated	1001010010	4
overtenacity	110010100110	6
cushings	10001000	2
underbred	101001000	3
christianly	10000100010	3
skywriter	100100010	3
predestinarian	10010010100110	6
noludar	1001100	3
crater	100100	2
ochlocracy	1001001010	4
postlaryngal	100010100100	4
computist	100100100	3
vociferousness	10100101001000	5
quasi-induced	1001001010000	4
semiactive	1001101000	4
phanerocrystalline	100010110001001000	6
paranoia	10011001	4
meurthe-et-moselle	100000001001010000	4
haldane	1001000	2
kubrick	1010000	2
donatistical	100110010100	5
untrimmed	101000000	2
astrographic	101001000010	4
domiciliate	10011001100	5
unsubsiding	10100100100	4
isobathytherm	1101000110000	5
duolog	101100	3
undermine	101001000	3
eyeless	1001000	2
complicating	100100100100	4
beauvais	10001000	2
compaero	10010110	4
brilliance	1000100000	2
spectrophotometrically	1000100100101001010010	8
spirograph	1001010000	3
manit	10010	2
donica	100110	3
tailor-made	10010001000	3
sarthe	100000	1
relander	10100010	3
unelidible	1011001100	5
chinse	100000	1
naker	10100	2
sericite	10011000	3
transistorize	1000100100100	4
rootless	10001000	2
cubicity	10100110	4
demission	101001000	3
acciaccaturas	1010001000100	4
underdrumming	1010010001000	4
bator	10100	2
firkin	100100	2
goosiest	10001100	3
diazo	10101	3
explosible	1010010100	4
danceable	100001100	3
trimerous	100010100	3
humulon	1010100	3
vent	1001	2
quodlibetic	10001010010	4
mazier	101010	3
overmonopolize	11001010011000	6
peeper	100010	2
notorious	101010100	4
woodprint	100010000	2
overliterary	110010010101	6
conscription	100100001000	3
endarchy	10100100	3
thing-in-itself	100000100101000	4
catfight	10010000	2
hoopla	100010	2
crumbliness	10001001000	3
celander	10100010	3
intangibility	1010010100110	6
racily	100110	3
nonpenetrable	1001001100100	5
silicium	10100110	4
lionheart	101010000	3
undersoil	101001000	3
thiopentone	10011001000	4
noncertified	100100101000	4
shellbark	100001000	2
unmixedness	10100101000	4
tilsit	100100	2
virelai	1001100	3
recolonisation	10100110101000	6
interlingua	10100100100	4
recalcitrance	1010010100000	4
pontine	1001000	2
devisee	1010100	3
dissilient	1001001100	4
nigel	10100	2
harum-scarum	100100100010	4
unconductive	101001001000	4
helper	100010	2
applicative	10100011000	4
hypermetaphoric	101001001100010	6
surrealistic	100101010100	5
undervest	101001000	3
pernod	100100	2
plutarch	10010000	2
dreamfully	1000010010	3
diastasis	101010100	4
goldilocks	1000110000	3
oxydase	1011000	3
sidore	111000	3
claimsman	100000100	2
cripple	1000100	2
aplanatic	101010010	4
apothegmatically	1011000100110010	7
pertinent	100101000	3
runch	10000	1
calculable	1001010100	4
dewlapped	100100000	2
dippier	1001010	3
heterospory	10010101010	5
sympodial	100101010	4
oysterman	100100100	3
precociousness	10010100001000	4
boggle	100100	2
nonexcepted	10010100010	4
superstimulated	101001000110010	6
syntonical	1001001100	4
ookinetic	111010010	5
interposal	1010010010	4
invasion	10101000	3
holarctic	100100100	3
unculled	10100000	2
vitriolled	1001010000	3
silicle	1001100	3
signatureless	1001010001000	4
supersensitize	10100100101000	5
menacme	1001010	3
predissuade	10010010000	3
preevident	1001011000	4
superincreasing	101001010000100	5
subaltern	100101000	3
penalising	1010010100	4
scabbardless	100010001000	3
unblasted	101000010	3
anharmonic	1010010010	4
homebodies	1000100100	3
prodemocrat	10010011000	4
pseudogenuses	1000101001010	5
foggia	100100	2
quasi-devoted	1001001010010	5
rice	1000	1
rubiginous	1010011000	4
rashi	10100	2
separatively	100110100010	5
deceasing	101000100	3
vner	1100	2
delineable	1010011100	5
decretively	10100100010	4
judaise	1010100	3
communital	1001010100	4
sarouk	101000	2
yarest	100100	2
carma	10010	2
nonmutational	1001010100010	5
astigmatoscope	10100100110000	5
harebrainedly	1000100000010	3
unconsolidation	101001001101000	6
atelectatic	10110010010	5
biggin	100100	2
spastic	1000100	2
ballate	1001010	3
monotonic	100110010	4
overmodernize	1100100100100	5
subbasaltic	10010100100	4
filoplume	100110000	3
youve	10000	1
svelte	100000	1
unstupid	10100100	3
electropositive	110010010101000	6
veins	10000	1
cherty	100001	2
auspices	10010100	3
statocyst	100011000	3
abandonable	11001001100	5
non-venetian	100010101000	4
pean	1000	1
clepe	10000	1
amnesty	1010010	3
devout	101000	2
eudist	101000	2
noncontaminative	1001001001101000	6
distent	1001000	2
febricula	101000110	4
bizet	10100	2
microlitre	1010010100	4
ethology	11000110	4
goog	1000	1
philippics	1001001000	3
hemeralopic	10010110010	5
talladega	100101010	4
concision	100101000	3
britain	1000100	2
misfitting	1001001000	3
malebranche	10001000000	2
noncirculating	10010010100100	5
vagotropic	1010100010	4
beadiness	100011000	3
harding	1001000	2
alkermes	10100100	3
clootie	1000010	2
lemuria	1010101	4
nonskipping	10010001000	3
outwile	1001000	2
abu-bekr	11001000	3
grogshop	10001000	2
passs	10010	2
well-rated	1000010010	3
tabloid	1001000	2
quinquefid	1000100100	3
santbech	10001000	2
xerophytically	10101000110010	6
stomachache	10001001000	3
lunchtime	100001000	2
triturator	1000110100	4
pairle	100000	1
carta	10010	2
pseudoresident	10001010011000	5
